gps_point,dbh,type,dead,species
140,10,Q. crispula,FALSE,Quercus crispula Blume
141,10,Broadleaves,FALSE,Styrax japonica Siebold et Zucc.
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
141,30,Q. crispula,TRUE,Quercus crispula Blume
142,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
142,30,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,10,Q. serata,FALSE,Quercus serrata Murray
142,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
142,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
142,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
142,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
142,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
142,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
143,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
143,10,Q. serata,TRUE,Quercus serrata Murray
143,30,Q. serata,TRUE,Quercus serrata Murray
143,30,Q. serata,TRUE,Quercus serrata Murray
143,10,Q. serata,TRUE,Quercus serrata Murray
143,10,Q. serata,TRUE,Quercus serrata Murray
143,10,Q. serata,TRUE,Quercus serrata Murray
143,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
143,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
145,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
145,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
145,10,Q. serata,FALSE,Quercus serrata Murray
145,30,Q. serata,FALSE,Quercus serrata Murray
145,10,Q. serata,FALSE,Quercus serrata Murray
145,10,Broadleaves,FALSE,Magnolia obovata Thunb.
145,10,Broadleaves,FALSE,Magnolia obovata Thunb.
145,30,Broadleaves,FALSE,Magnolia obovata Thunb.
145,10,Q. crispula,FALSE,Quercus crispula Blume
145,30,Q. crispula,TRUE,Quercus crispula Blume
146,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
146,10,Q. serata,FALSE,Quercus serrata Murray
146,10,Q. serata,FALSE,Quercus serrata Murray
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
146,10,Q. crispula,FALSE,Quercus crispula Blume
146,10,Q. crispula,FALSE,Quercus crispula Blume
147,10,Q. serata,FALSE,Quercus serrata Murray
147,10,Q. serata,FALSE,Quercus serrata Murray
147,10,Q. serata,FALSE,Quercus serrata Murray
147,10,Q. serata,FALSE,Quercus serrata Murray
147,30,Q. serata,FALSE,Quercus serrata Murray
147,10,Q. serata,FALSE,Quercus serrata Murray
147,10,Q. serata,FALSE,Quercus serrata Murray
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
147,10,Broadleaves,FALSE,Magnolia obovata Thunb.
147,10,Broadleaves,FALSE,Magnolia obovata Thunb.
147,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
147,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
148,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
148,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
148,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
148,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
148,50,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
148,10,Q. crispula,FALSE,Quercus crispula Blume
148,10,Q. crispula,FALSE,Quercus crispula Blume
148,10,Q. crispula,FALSE,Quercus crispula Blume
148,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
148,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
148,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
148,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
149,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
149,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
149,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
149,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
149,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
149,10,Q. serata,FALSE,Quercus serrata Murray
149,30,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,30,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,10,Q. serata,FALSE,Quercus serrata Murray
149,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
149,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
149,30,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Broadleaves,FALSE,Magnolia obovata Thunb.
149,10,Q. crispula,FALSE,Quercus crispula Blume
150,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
150,10,Q. serata,FALSE,Quercus serrata Murray
150,30,Q. serata,FALSE,Quercus serrata Murray
150,30,Q. serata,FALSE,Quercus serrata Murray
150,10,Broadleaves,FALSE,Magnolia obovata Thunb.
150,10,Broadleaves,FALSE,Magnolia obovata Thunb.
150,10,Broadleaves,FALSE,Magnolia obovata Thunb.
150,10,Broadleaves,FALSE,Magnolia obovata Thunb.
150,10,Broadleaves,FALSE,Magnolia obovata Thunb.
150,30,Q. crispula,FALSE,Quercus crispula Blume
150,10,Broadleaves,FALSE,Toxicodendron trichocarpum (Miq.) Kuntze
151,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
151,10,Q. serata,FALSE,Quercus serrata Murray
151,10,Q. serata,FALSE,Quercus serrata Murray
151,10,Q. serata,FALSE,Quercus serrata Murray
151,10,Q. serata,FALSE,Quercus serrata Murray
151,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
151,10,Broadleaves,FALSE,Toxicodendron trichocarpum (Miq.) Kuntze
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,Q. serata,FALSE,Quercus serrata Murray
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
152,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
153,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
153,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
153,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
153,10,Q. serata,FALSE,Quercus serrata Murray
153,10,Q. serata,FALSE,Quercus serrata Murray
153,10,Q. serata,FALSE,Quercus serrata Murray
153,10,Q. serata,FALSE,Quercus serrata Murray
153,10,Q. serata,FALSE,Quercus serrata Murray
153,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
153,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
153,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
153,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
153,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
154,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
154,50,Broadleaves,FALSE,Zelkova serrata (Thunb.) Makino
154,10,Q. serata,FALSE,Quercus serrata Murray
154,10,Q. serata,FALSE,Quercus serrata Murray
154,10,Q. serata,FALSE,Quercus serrata Murray
154,10,Q. serata,FALSE,Quercus serrata Murray
154,10,Q. serata,FALSE,Quercus serrata Murray
154,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
154,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
154,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
154,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
155,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
155,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
155,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
155,10,Q. serata,FALSE,Quercus serrata Murray
155,10,Q. serata,FALSE,Quercus serrata Murray
155,10,Q. serata,FALSE,Quercus serrata Murray
155,10,Q. serata,FALSE,Quercus serrata Murray
155,10,Q. serata,FALSE,Quercus serrata Murray
155,10,Broadleaves,FALSE,Magnolia obovata Thunb.
155,10,Broadleaves,FALSE,Magnolia obovata Thunb.
155,10,Broadleaves,FALSE,Magnolia obovata Thunb.
155,10,Broadleaves,FALSE,Magnolia obovata Thunb.
156,10,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
156,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
156,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
156,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
156,10,Q. serata,FALSE,Quercus serrata Murray
156,10,Q. serata,FALSE,Quercus serrata Murray
156,10,Q. serata,FALSE,Quercus serrata Murray
156,10,Broadleaves,FALSE,Magnolia obovata Thunb.
157,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
157,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
157,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
157,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
157,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
157,10,Q. crispula,FALSE,Quercus crispula Blume
157,30,Q. crispula,FALSE,Quercus crispula Blume
157,30,Q. crispula,FALSE,Quercus crispula Blume
157,30,Q. crispula,FALSE,Quercus crispula Blume
158,10,Broadleaves,FALSE,Aria alnifolia (Siebold et Zucc.) Decne.
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
158,30,Q. serata,FALSE,Quercus serrata Murray
158,10,Q. serata,FALSE,Quercus serrata Murray
158,10,Broadleaves,FALSE,Magnolia obovata Thunb.
158,10,Broadleaves,FALSE,Magnolia obovata Thunb.
158,10,Q. crispula,TRUE,Quercus crispula Blume
158,30,Q. crispula,FALSE,Quercus crispula Blume
159,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
159,10,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
159,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
159,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
159,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
159,10,Broadleaves,FALSE,Chengiopanax sciadophylloides (Franch. et Sav.) C.B.Shang et J.Y.Huang
159,30,Q. serata,FALSE,Quercus serrata Murray
159,10,Q. serata,FALSE,Quercus serrata Murray
159,10,Q. crispula,FALSE,Quercus crispula Blume
159,10,Q. crispula,FALSE,Quercus crispula Blume
160,30,Broadleaves,FALSE,Paulownia tomentosa (Thunb.) Steud.
160,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
160,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
160,10,Q. serata,FALSE,Quercus serrata Murray
160,10,Q. serata,FALSE,Quercus serrata Murray
160,10,Q. serata,FALSE,Quercus serrata Murray
160,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
160,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
160,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
161,10,Broadleaves,FALSE,Juglans mandshurica Maxim.  var. sachalinensis (Komatsu) Kitam.
161,10,Q. serata,FALSE,Quercus serrata Murray
161,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
161,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
162,10,Broadleaves,FALSE,Juglans mandshurica Maxim.  var. sachalinensis (Komatsu) Kitam.
162,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
162,10,Q. serata,FALSE,Quercus serrata Murray
162,10,Q. serata,FALSE,Quercus serrata Murray
162,10,Q. serata,FALSE,Quercus serrata Murray
162,10,Q. serata,FALSE,Quercus serrata Murray
162,10,Q. serata,FALSE,Quercus serrata Murray
162,10,Broadleaves,FALSE,Magnolia obovata Thunb.
163,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
163,10,Q. serata,FALSE,Quercus serrata Murray
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
163,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,Broadleaves,FALSE,Phellodendron amurense Rupr.
164,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
164,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
164,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
164,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
164,10,Q. serata,FALSE,Quercus serrata Murray
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
164,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,10,Q. serata,FALSE,Quercus serrata Murray
165,10,Q. serata,FALSE,Quercus serrata Murray
165,10,Q. serata,FALSE,Quercus serrata Murray
165,10,Q. serata,FALSE,Quercus serrata Murray
165,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
165,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
166,30,Broadleaves,FALSE,Paulownia tomentosa (Thunb.) Steud.
166,10,Q. serata,FALSE,Quercus serrata Murray
166,10,Q. serata,FALSE,Quercus serrata Murray
166,10,Q. serata,FALSE,Quercus serrata Murray
166,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
166,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
167,30,Broadleaves,FALSE,Juglans mandshurica Maxim.  var. sachalinensis (Komatsu) Kitam.
167,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
167,30,Q. serata,FALSE,Quercus serrata Murray
167,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
167,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,30,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,Q. serata,FALSE,Quercus serrata Murray
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
168,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,Q. serata,FALSE,Quercus serrata Murray
169,10,Q. serata,FALSE,Quercus serrata Murray
169,30,Q. serata,FALSE,Quercus serrata Murray
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
169,10,Broadleaves,FALSE,Magnolia obovata Thunb.
169,10,Broadleaves,FALSE,Magnolia obovata Thunb.
169,10,Broadleaves,FALSE,Magnolia obovata Thunb.
169,10,Broadleaves,FALSE,Magnolia obovata Thunb.
169,10,Broadleaves,FALSE,Magnolia obovata Thunb.
170,10,Q. serata,FALSE,Quercus serrata Murray
170,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
170,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
171,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
171,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
171,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
171,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
171,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
171,30,Q. serata,FALSE,Quercus serrata Murray
171,30,Q. serata,FALSE,Quercus serrata Murray
171,30,Q. serata,FALSE,Quercus serrata Murray
171,30,Q. serata,FALSE,Quercus serrata Murray
171,10,Q. serata,FALSE,Quercus serrata Murray
171,10,Q. serata,FALSE,Quercus serrata Murray
171,10,Q. serata,FALSE,Quercus serrata Murray
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,30,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,30,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
171,10,Broadleaves,FALSE,Magnolia obovata Thunb.
172,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
172,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
172,30,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
172,30,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
172,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
172,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
172,10,Q. serata,FALSE,Quercus serrata Murray
